text,true_labels,predicted_labels,false_positives,false_negatives,true_positives,probabilities
[TITRE] IA Business Booster : Déployer des solutions digitales innovantes avec l'Intelligence Artificielle | [SECTEUR] Communication & Médias | [ORGANISME] CEM FORMATION | [CERTIFICATION] RNCP | [NIVE,"['Automatisation', 'Data Science', 'Gestion de projet IA', 'IA Generative']","['Ethique IA & RGPD', 'Gestion de projet IA', 'IA Generative', 'Prompt Engineering']","['Ethique IA & RGPD', 'Prompt Engineering']","['Automatisation', 'Data Science']","['Gestion de projet IA', 'IA Generative']","{'Automatisation': 0.4776, 'Big Data': 0.3665, 'Computer Vision': 0.3379, 'Data Engineering': 0.3957, 'Data Science': 0.3768, 'Deep Learning': 0.4144, 'Ethique IA & RGPD': 0.5944, 'Gestion de projet IA': 0.6126, 'IA Generative': 0.6232, 'LangChain / Agents RAG': 0.3955, 'Machine Learning': 0.3911, 'MLOps / Deploiement': 0.4055, 'NLP / Traitement du langage': 0.3923, 'No-code / Low-code': 0.4864, 'Prompt Engineering': 0.581, 'Python': 0.3605, 'Reinforcement Learning': 0.349, 'Series temporelles': 0.3601, 'SQL / Data Engineering': 0.3411, 'Visualisation': 0.3714}"
[TITRE] HEC Paris - Construire une stratégie data et IA - RNCP39423BC05 | [SECTEUR] Management & Gestion | [ORGANISME] ETABLISSEMENT D ENSEIGNEMENT SUPERIEUR CONSULAIRE HAUTES ETUDES COMMERCIALES DE P,"['Data Science', 'Gestion de projet IA']",['Data Engineering'],['Data Engineering'],"['Data Science', 'Gestion de projet IA']",[],"{'Automatisation': 0.3958, 'Big Data': 0.5756, 'Computer Vision': 0.368, 'Data Engineering': 0.5196, 'Data Science': 0.5814, 'Deep Learning': 0.4881, 'Ethique IA & RGPD': 0.4944, 'Gestion de projet IA': 0.537, 'IA Generative': 0.4861, 'LangChain / Agents RAG': 0.3782, 'Machine Learning': 0.4827, 'MLOps / Deploiement': 0.4446, 'NLP / Traitement du langage': 0.3824, 'No-code / Low-code': 0.4313, 'Prompt Engineering': 0.4297, 'Python': 0.416, 'Reinforcement Learning': 0.3712, 'Series temporelles': 0.3726, 'SQL / Data Engineering': 0.4005, 'Visualisation': 0.4456}"
"[TITRE] Master 2 Mathématques Appliquées, statistique - Parcours type : Data Sciences (DS) | [SECTEUR] Numérique & Informatique | [ORGANISME] UNIVERSITE D'AIX MARSEILLE | [CERTIFICATION] RNCP | [NIVEA","['Data Science', 'Machine Learning', 'Visualisation']","['Big Data', 'Data Engineering', 'Data Science', 'Machine Learning', 'MLOps / Deploiement', 'Python']","['Big Data', 'Data Engineering', 'MLOps / Deploiement', 'Python']",['Visualisation'],"['Data Science', 'Machine Learning']","{'Automatisation': 0.4312, 'Big Data': 0.6518, 'Computer Vision': 0.5489, 'Data Engineering': 0.5786, 'Data Science': 0.6459, 'Deep Learning': 0.6114, 'Ethique IA & RGPD': 0.3881, 'Gestion de projet IA': 0.3801, 'IA Generative': 0.3701, 'LangChain / Agents RAG': 0.4454, 'Machine Learning': 0.6108, 'MLOps / Deploiement': 0.496, 'NLP / Traitement du langage': 0.4792, 'No-code / Low-code': 0.3964, 'Prompt Engineering': 0.3792, 'Python': 0.5634, 'Reinforcement Learning': 0.5173, 'Series temporelles': 0.4788, 'SQL / Data Engineering': 0.5349, 'Visualisation': 0.5438}"
[TITRE] Data Science et IA - Construisez des modèles de machine learning et IA - Concepteur développeur en intelligence artificielle et analyse big data | [SECTEUR] Numérique & Informatique | [ORGANIS,"['Big Data', 'Data Science', 'Machine Learning']","['Big Data', 'Data Engineering', 'Data Science', 'Machine Learning']",['Data Engineering'],[],"['Big Data', 'Data Science', 'Machine Learning']","{'Automatisation': 0.4153, 'Big Data': 0.6553, 'Computer Vision': 0.5144, 'Data Engineering': 0.5681, 'Data Science': 0.6391, 'Deep Learning': 0.6147, 'Ethique IA & RGPD': 0.4079, 'Gestion de projet IA': 0.4005, 'IA Generative': 0.3837, 'LangChain / Agents RAG': 0.4276, 'Machine Learning': 0.6041, 'MLOps / Deploiement': 0.4835, 'NLP / Traitement du langage': 0.4659, 'No-code / Low-code': 0.3966, 'Prompt Engineering': 0.3766, 'Python': 0.5261, 'Reinforcement Learning': 0.506, 'Series temporelles': 0.4627, 'SQL / Data Engineering': 0.5026, 'Visualisation': 0.5125}"
"[TITRE] DATABIRD - Data & IA : Collecte, stockage et mise à disposition des données | [SECTEUR] Numérique & Informatique | [ORGANISME] DATABIRD | [CERTIFICATION] RNCP | [NIVEAU] BAC+3 ou 4 : licence, ","['Big Data', 'Python', 'SQL / Data Engineering']","['Big Data', 'Data Engineering', 'Data Science', 'Machine Learning', 'MLOps / Deploiement', 'Python', 'SQL / Data Engineering', 'Visualisation']","['Data Engineering', 'Data Science', 'Machine Learning', 'MLOps / Deploiement', 'Visualisation']",[],"['Big Data', 'Python', 'SQL / Data Engineering']","{'Automatisation': 0.4711, 'Big Data': 0.6045, 'Computer Vision': 0.5623, 'Data Engineering': 0.5654, 'Data Science': 0.6222, 'Deep Learning': 0.5635, 'Ethique IA & RGPD': 0.391, 'Gestion de projet IA': 0.3813, 'IA Generative': 0.3792, 'LangChain / Agents RAG': 0.506, 'Machine Learning': 0.6032, 'MLOps / Deploiement': 0.5014, 'NLP / Traitement du langage': 0.5181, 'No-code / Low-code': 0.439, 'Prompt Engineering': 0.3882, 'Python': 0.6425, 'Reinforcement Learning': 0.501, 'Series temporelles': 0.5362, 'SQL / Data Engineering': 0.6075, 'Visualisation': 0.5819}"
[TITRE] IA générative pour la création de contenus : ChatGPT et DALL-E | [SECTEUR] Numérique & Informatique | [ORGANISME] VIDEO DESIGN FORMATION | [CERTIFICATION] RS | [NIVEAU] nan | [ROME] nan | [TAG,"['Deep Learning', 'Ethique IA & RGPD', 'IA Generative', 'Machine Learning']",['IA Generative'],[],"['Deep Learning', 'Ethique IA & RGPD', 'Machine Learning']",['IA Generative'],"{'Automatisation': 0.4967, 'Big Data': 0.363, 'Computer Vision': 0.3386, 'Data Engineering': 0.4049, 'Data Science': 0.3785, 'Deep Learning': 0.4081, 'Ethique IA & RGPD': 0.577, 'Gestion de projet IA': 0.591, 'IA Generative': 0.6214, 'LangChain / Agents RAG': 0.3933, 'Machine Learning': 0.3851, 'MLOps / Deploiement': 0.4017, 'NLP / Traitement du langage': 0.3957, 'No-code / Low-code': 0.5018, 'Prompt Engineering': 0.5637, 'Python': 0.3802, 'Reinforcement Learning': 0.3381, 'Series temporelles': 0.3555, 'SQL / Data Engineering': 0.3464, 'Visualisation': 0.3704}"
"[TITRE] Lead Track IA & GenAI - Architecte en intelligence artificielle | [SECTEUR] Numérique & Informatique | [ORGANISME] JEDHA | [CERTIFICATION] RNCP | [NIVEAU] BAC+5 : grade master, DEA, DESS, ingé","['LangChain / Agents RAG', 'Python']","['Big Data', 'Data Engineering', 'Data Science', 'LangChain / Agents RAG', 'Machine Learning', 'MLOps / Deploiement', 'Python', 'SQL / Data Engineering', 'Visualisation']","['Big Data', 'Data Engineering', 'Data Science', 'Machine Learning', 'MLOps / Deploiement', 'SQL / Data Engineering', 'Visualisation']",[],"['LangChain / Agents RAG', 'Python']","{'Automatisation': 0.4694, 'Big Data': 0.5915, 'Computer Vision': 0.5494, 'Data Engineering': 0.5548, 'Data Science': 0.6135, 'Deep Learning': 0.5527, 'Ethique IA & RGPD': 0.3905, 'Gestion de projet IA': 0.3872, 'IA Generative': 0.3874, 'LangChain / Agents RAG': 0.5136, 'Machine Learning': 0.5892, 'MLOps / Deploiement': 0.4962, 'NLP / Traitement du langage': 0.5163, 'No-code / Low-code': 0.4326, 'Prompt Engineering': 0.3908, 'Python': 0.635, 'Reinforcement Learning': 0.4866, 'Series temporelles': 0.5212, 'SQL / Data Engineering': 0.5876, 'Visualisation': 0.5649}"
[TITRE] Data Analytics - Prenez des décisions éclairées grâce à vos données - Concepteur développeur en intelligence artificielle et analyse big data | [SECTEUR] Numérique & Informatique | [ORGANISME],"['Big Data', 'Visualisation']","['Big Data', 'Data Engineering', 'Data Science', 'Machine Learning', 'Python', 'Visualisation']","['Data Engineering', 'Data Science', 'Machine Learning', 'Python']",[],"['Big Data', 'Visualisation']","{'Automatisation': 0.4294, 'Big Data': 0.6652, 'Computer Vision': 0.5011, 'Data Engineering': 0.5818, 'Data Science': 0.6519, 'Deep Learning': 0.5608, 'Ethique IA & RGPD': 0.4009, 'Gestion de projet IA': 0.4037, 'IA Generative': 0.3937, 'LangChain / Agents RAG': 0.4397, 'Machine Learning': 0.5715, 'MLOps / Deploiement': 0.4727, 'NLP / Traitement du langage': 0.4505, 'No-code / Low-code': 0.4264, 'Prompt Engineering': 0.3926, 'Python': 0.55, 'Reinforcement Learning': 0.4512, 'Series temporelles': 0.4686, 'SQL / Data Engineering': 0.5417, 'Visualisation': 0.5606}"
"[TITRE] DATA ANALYST - Python, SQL, Power BI, NumPy, Pandas, Docker… | [SECTEUR] Numérique & Informatique | [ORGANISME] SIMPLON.CO | [CERTIFICATION] RNCP | [NIVEAU] BAC+3 ou 4 : licence, master 1, maî","['Data Science', 'Python', 'SQL / Data Engineering', 'Visualisation']","['Big Data', 'Data Engineering', 'Data Science', 'Machine Learning', 'MLOps / Deploiement', 'Python', 'SQL / Data Engineering', 'Visualisation']","['Big Data', 'Data Engineering', 'Machine Learning', 'MLOps / Deploiement']",[],"['Data Science', 'Python', 'SQL / Data Engineering', 'Visualisation']","{'Automatisation': 0.4679, 'Big Data': 0.6054, 'Computer Vision': 0.557, 'Data Engineering': 0.5708, 'Data Science': 0.6217, 'Deep Learning': 0.5588, 'Ethique IA & RGPD': 0.3883, 'Gestion de projet IA': 0.3804, 'IA Generative': 0.381, 'LangChain / Agents RAG': 0.5061, 'Machine Learning': 0.5983, 'MLOps / Deploiement': 0.507, 'NLP / Traitement du langage': 0.515, 'No-code / Low-code': 0.4412, 'Prompt Engineering': 0.3912, 'Python': 0.6404, 'Reinforcement Learning': 0.4924, 'Series temporelles': 0.5285, 'SQL / Data Engineering': 0.6044, 'Visualisation': 0.5822}"
"[TITRE] Développeur(se) en Intelligence Artificielle (IA) | [SECTEUR] Numérique & Informatique | [ORGANISME] GRETA CENTRE-VAL DE LOIRE | [CERTIFICATION] RNCP | [NIVEAU] BAC+3 ou 4 : licence, master 1,",['Visualisation'],"['Data Engineering', 'Data Science']","['Data Engineering', 'Data Science']",['Visualisation'],[],"{'Automatisation': 0.4538, 'Big Data': 0.5828, 'Computer Vision': 0.455, 'Data Engineering': 0.5375, 'Data Science': 0.5989, 'Deep Learning': 0.5147, 'Ethique IA & RGPD': 0.4048, 'Gestion de projet IA': 0.4434, 'IA Generative': 0.4503, 'LangChain / Agents RAG': 0.3942, 'Machine Learning': 0.512, 'MLOps / Deploiement': 0.4497, 'NLP / Traitement du langage': 0.418, 'No-code / Low-code': 0.4509, 'Prompt Engineering': 0.413, 'Python': 0.5189, 'Reinforcement Learning': 0.3935, 'Series temporelles': 0.4157, 'SQL / Data Engineering': 0.4904, 'Visualisation': 0.5195}"
[TITRE] Claude Code pour Product Managers - Produire et réviser du contenu avec l'IA Générative | [SECTEUR] Numérique & Informatique | [ORGANISME] HYMAIA | [CERTIFICATION] RS | [NIVEAU] nan | [ROME] n,"['Gestion de projet IA', 'IA Generative']","['IA Generative', 'Prompt Engineering']",['Prompt Engineering'],['Gestion de projet IA'],['IA Generative'],"{'Automatisation': 0.4988, 'Big Data': 0.3594, 'Computer Vision': 0.3503, 'Data Engineering': 0.4084, 'Data Science': 0.3873, 'Deep Learning': 0.4145, 'Ethique IA & RGPD': 0.5658, 'Gestion de projet IA': 0.5838, 'IA Generative': 0.6199, 'LangChain / Agents RAG': 0.4103, 'Machine Learning': 0.3899, 'MLOps / Deploiement': 0.4031, 'NLP / Traitement du langage': 0.4045, 'No-code / Low-code': 0.5128, 'Prompt Engineering': 0.5966, 'Python': 0.389, 'Reinforcement Learning': 0.3494, 'Series temporelles': 0.3661, 'SQL / Data Engineering': 0.3611, 'Visualisation': 0.3863}"
"[TITRE] Développeur en intelligence artificielle - Data Engineering | [SECTEUR] Numérique & Informatique | [ORGANISME] IQ FACTORY | [CERTIFICATION] RNCP | [NIVEAU] BAC+3 ou 4 : licence, master 1, maît","['Data Engineering', 'Python']","['Big Data', 'Data Engineering', 'Data Science', 'Machine Learning', 'Python', 'SQL / Data Engineering', 'Visualisation']","['Big Data', 'Data Science', 'Machine Learning', 'SQL / Data Engineering', 'Visualisation']",[],"['Data Engineering', 'Python']","{'Automatisation': 0.4593, 'Big Data': 0.6139, 'Computer Vision': 0.5442, 'Data Engineering': 0.5664, 'Data Science': 0.6295, 'Deep Learning': 0.5598, 'Ethique IA & RGPD': 0.3895, 'Gestion de projet IA': 0.3884, 'IA Generative': 0.386, 'LangChain / Agents RAG': 0.4959, 'Machine Learning': 0.5958, 'MLOps / Deploiement': 0.4811, 'NLP / Traitement du langage': 0.4917, 'No-code / Low-code': 0.4377, 'Prompt Engineering': 0.392, 'Python': 0.6299, 'Reinforcement Learning': 0.4853, 'Series temporelles': 0.5158, 'SQL / Data Engineering': 0.5909, 'Visualisation': 0.5727}"
"[TITRE] Master Bio-informatique - parcours CC4B : Compétences Complémentaires en Bioinformatique, Biostatistique pour la Biologie et les sciences biomédicales | [SECTEUR] Numérique & Informatique | [O","['Big Data', 'Python']","['Big Data', 'Data Engineering', 'Data Science', 'Machine Learning', 'Python', 'SQL / Data Engineering', 'Visualisation']","['Data Engineering', 'Data Science', 'Machine Learning', 'SQL / Data Engineering', 'Visualisation']",[],"['Big Data', 'Python']","{'Automatisation': 0.4572, 'Big Data': 0.6117, 'Computer Vision': 0.5365, 'Data Engineering': 0.5674, 'Data Science': 0.6343, 'Deep Learning': 0.5511, 'Ethique IA & RGPD': 0.3853, 'Gestion de projet IA': 0.3793, 'IA Generative': 0.3794, 'LangChain / Agents RAG': 0.4809, 'Machine Learning': 0.5909, 'MLOps / Deploiement': 0.4861, 'NLP / Traitement du langage': 0.4971, 'No-code / Low-code': 0.4288, 'Prompt Engineering': 0.3752, 'Python': 0.6182, 'Reinforcement Learning': 0.4745, 'Series temporelles': 0.5131, 'SQL / Data Engineering': 0.5788, 'Visualisation': 0.5666}"
[TITRE] IA & Pédagogie - Concevoir des contenus pédagogiques avec IA | [SECTEUR] Numérique & Informatique | [ORGANISME] SYDO | [CERTIFICATION] RS | [NIVEAU] nan | [ROME] nan | [TAGS] ChatGPT/GPT-4 | I,"['Ethique IA & RGPD', 'IA Generative', 'Prompt Engineering']","['IA Generative', 'Prompt Engineering']",[],['Ethique IA & RGPD'],"['IA Generative', 'Prompt Engineering']","{'Automatisation': 0.484, 'Big Data': 0.3714, 'Computer Vision': 0.3573, 'Data Engineering': 0.4156, 'Data Science': 0.3879, 'Deep Learning': 0.4198, 'Ethique IA & RGPD': 0.581, 'Gestion de projet IA': 0.5952, 'IA Generative': 0.6299, 'LangChain / Agents RAG': 0.4187, 'Machine Learning': 0.3949, 'MLOps / Deploiement': 0.4141, 'NLP / Traitement du langage': 0.408, 'No-code / Low-code': 0.5263, 'Prompt Engineering': 0.6513, 'Python': 0.3799, 'Reinforcement Learning': 0.3706, 'Series temporelles': 0.3836, 'SQL / Data Engineering': 0.3867, 'Visualisation': 0.412}"
[TITRE] Maîtrise de l'IA générative avec certification | [SECTEUR] Numérique & Informatique | [ORGANISME] G404 | [CERTIFICATION] RS | [NIVEAU] nan | [ROME] nan | [TAGS] IA-Générative | No-code | RS,"['Automatisation', 'IA Generative', 'No-code / Low-code']","['IA Generative', 'No-code / Low-code']",[],['Automatisation'],"['IA Generative', 'No-code / Low-code']","{'Automatisation': 0.5088, 'Big Data': 0.3901, 'Computer Vision': 0.3564, 'Data Engineering': 0.4245, 'Data Science': 0.4099, 'Deep Learning': 0.4005, 'Ethique IA & RGPD': 0.5407, 'Gestion de projet IA': 0.5652, 'IA Generative': 0.6134, 'LangChain / Agents RAG': 0.3933, 'Machine Learning': 0.3995, 'MLOps / Deploiement': 0.4029, 'NLP / Traitement du langage': 0.3878, 'No-code / Low-code': 0.5534, 'Prompt Engineering': 0.5367, 'Python': 0.4035, 'Reinforcement Learning': 0.3528, 'Series temporelles': 0.3727, 'SQL / Data Engineering': 0.3829, 'Visualisation': 0.3874}"
[TITRE] Produire et réviser du contenu professionnel multimédia en utilisant les outils d'Intelligence Artificielle Générative (IAG) de façon responsable | [SECTEUR] Numérique & Informatique | [ORGANI,"['Ethique IA & RGPD', 'Gestion de projet IA', 'IA Generative', 'Prompt Engineering']","['Gestion de projet IA', 'IA Generative', 'Prompt Engineering']",[],['Ethique IA & RGPD'],"['Gestion de projet IA', 'IA Generative', 'Prompt Engineering']","{'Automatisation': 0.474, 'Big Data': 0.3781, 'Computer Vision': 0.3489, 'Data Engineering': 0.4147, 'Data Science': 0.3919, 'Deep Learning': 0.4257, 'Ethique IA & RGPD': 0.5889, 'Gestion de projet IA': 0.6121, 'IA Generative': 0.623, 'LangChain / Agents RAG': 0.4031, 'Machine Learning': 0.3991, 'MLOps / Deploiement': 0.413, 'NLP / Traitement du langage': 0.403, 'No-code / Low-code': 0.5156, 'Prompt Engineering': 0.6445, 'Python': 0.3711, 'Reinforcement Learning': 0.3663, 'Series temporelles': 0.378, 'SQL / Data Engineering': 0.3693, 'Visualisation': 0.4022}"
"[TITRE] Liora - DataScientest - Prompt Engineering & GenAI | [SECTEUR] Numérique & Informatique | [ORGANISME] DATASCIENTEST | [CERTIFICATION] RNCP | [NIVEAU] BAC+3 ou 4 : licence, master 1, maîtrise (","['Ethique IA & RGPD', 'IA Generative', 'No-code / Low-code', 'Prompt Engineering']",[],[],"['Ethique IA & RGPD', 'IA Generative', 'No-code / Low-code', 'Prompt Engineering']",[],"{'Automatisation': 0.4506, 'Big Data': 0.4346, 'Computer Vision': 0.3691, 'Data Engineering': 0.4639, 'Data Science': 0.4709, 'Deep Learning': 0.4377, 'Ethique IA & RGPD': 0.5046, 'Gestion de projet IA': 0.5332, 'IA Generative': 0.5644, 'LangChain / Agents RAG': 0.4275, 'Machine Learning': 0.4187, 'MLOps / Deploiement': 0.4246, 'NLP / Traitement du langage': 0.406, 'No-code / Low-code': 0.5124, 'Prompt Engineering': 0.5472, 'Python': 0.4179, 'Reinforcement Learning': 0.3423, 'Series temporelles': 0.3812, 'SQL / Data Engineering': 0.3962, 'Visualisation': 0.4277}"
"[TITRE] DATA ANALYST | [SECTEUR] Numérique & Informatique | [ORGANISME] SIMPLON.CO | [CERTIFICATION] RNCP | [NIVEAU] BAC+3 ou 4 : licence, master 1, maîtrise (NIVEAU 6) | [ROME] M1403, M1805 | [TAGS] ",['Data Science'],"['Big Data', 'Data Engineering', 'Data Science']","['Big Data', 'Data Engineering']",[],['Data Science'],"{'Automatisation': 0.4185, 'Big Data': 0.6022, 'Computer Vision': 0.4192, 'Data Engineering': 0.5488, 'Data Science': 0.635, 'Deep Learning': 0.5024, 'Ethique IA & RGPD': 0.4238, 'Gestion de projet IA': 0.4475, 'IA Generative': 0.4448, 'LangChain / Agents RAG': 0.3992, 'Machine Learning': 0.5148, 'MLOps / Deploiement': 0.452, 'NLP / Traitement du langage': 0.4086, 'No-code / Low-code': 0.4491, 'Prompt Engineering': 0.3946, 'Python': 0.493, 'Reinforcement Learning': 0.3811, 'Series temporelles': 0.4068, 'SQL / Data Engineering': 0.4676, 'Visualisation': 0.4924}"
[TITRE] Démarrer en Data Science avec Python - BC01 : Automatiser la collecte et le traitement des données | [SECTEUR] Numérique & Informatique | [ORGANISME] LE WAGON | [CERTIFICATION] RNCP | [NIVEAU],"['Data Engineering', 'Ethique IA & RGPD', 'Python', 'SQL / Data Engineering']","['Data Engineering', 'Data Science', 'LangChain / Agents RAG', 'Machine Learning', 'MLOps / Deploiement', 'Python', 'SQL / Data Engineering', 'Visualisation']","['Data Science', 'LangChain / Agents RAG', 'Machine Learning', 'MLOps / Deploiement', 'Visualisation']",['Ethique IA & RGPD'],"['Data Engineering', 'Python', 'SQL / Data Engineering']","{'Automatisation': 0.4838, 'Big Data': 0.5874, 'Computer Vision': 0.5616, 'Data Engineering': 0.5567, 'Data Science': 0.6084, 'Deep Learning': 0.5646, 'Ethique IA & RGPD': 0.3957, 'Gestion de projet IA': 0.3813, 'IA Generative': 0.3814, 'LangChain / Agents RAG': 0.5116, 'Machine Learning': 0.5944, 'MLOps / Deploiement': 0.5006, 'NLP / Traitement du langage': 0.5231, 'No-code / Low-code': 0.4372, 'Prompt Engineering': 0.3866, 'Python': 0.6541, 'Reinforcement Learning': 0.4951, 'Series temporelles': 0.5305, 'SQL / Data Engineering': 0.5869, 'Visualisation': 0.5682}"
[TITRE] Data Analyst avec Excel (certification TOSA Excel RS7256 incluse) | [SECTEUR] Numérique & Informatique | [ORGANISME] SKILLS4ALL | [CERTIFICATION] RS | [NIVEAU] nan | [ROME] nan | [TAGS] Data-S,['Data Science'],"['Big Data', 'Data Engineering', 'Data Science', 'Machine Learning', 'MLOps / Deploiement', 'Python']","['Big Data', 'Data Engineering', 'Machine Learning', 'MLOps / Deploiement', 'Python']",[],['Data Science'],"{'Automatisation': 0.4679, 'Big Data': 0.6123, 'Computer Vision': 0.53, 'Data Engineering': 0.5625, 'Data Science': 0.6497, 'Deep Learning': 0.5506, 'Ethique IA & RGPD': 0.3852, 'Gestion de projet IA': 0.3841, 'IA Generative': 0.3823, 'LangChain / Agents RAG': 0.4583, 'Machine Learning': 0.5856, 'MLOps / Deploiement': 0.4926, 'NLP / Traitement du langage': 0.4996, 'No-code / Low-code': 0.4187, 'Prompt Engineering': 0.3689, 'Python': 0.5946, 'Reinforcement Learning': 0.4613, 'Series temporelles': 0.5116, 'SQL / Data Engineering': 0.547, 'Visualisation': 0.5428}"
[TITRE] Expert en systèmes d'information et sécurité | [SECTEUR] Numérique & Informatique | [ORGANISME] ECOLE SUPERIEURE D INFORMATIQUE ET DE COMMERCE | [CERTIFICATION] RNCP | [NIVEAU] BAC+5 : grade m,"['Big Data', 'Data Engineering']","['Big Data', 'Data Engineering', 'Data Science', 'Machine Learning']","['Data Science', 'Machine Learning']",[],"['Big Data', 'Data Engineering']","{'Automatisation': 0.4046, 'Big Data': 0.6702, 'Computer Vision': 0.4799, 'Data Engineering': 0.5865, 'Data Science': 0.6592, 'Deep Learning': 0.5618, 'Ethique IA & RGPD': 0.4085, 'Gestion de projet IA': 0.4144, 'IA Generative': 0.3951, 'LangChain / Agents RAG': 0.4272, 'Machine Learning': 0.57, 'MLOps / Deploiement': 0.4773, 'NLP / Traitement du langage': 0.4418, 'No-code / Low-code': 0.4139, 'Prompt Engineering': 0.3909, 'Python': 0.5147, 'Reinforcement Learning': 0.4498, 'Series temporelles': 0.4517, 'SQL / Data Engineering': 0.5104, 'Visualisation': 0.5358}"
"[TITRE] Développeur IA Agentique | [SECTEUR] Numérique & Informatique | [ORGANISME] SIMPLON.CO | [CERTIFICATION] RNCP | [NIVEAU] BAC+3 ou 4 : licence, master 1, maîtrise (NIVEAU 6) | [ROME] M1805 | [T","['Automatisation', 'IA Generative', 'LangChain / Agents RAG']",[],[],"['Automatisation', 'IA Generative', 'LangChain / Agents RAG']",[],"{'Automatisation': 0.4866, 'Big Data': 0.3869, 'Computer Vision': 0.3558, 'Data Engineering': 0.4182, 'Data Science': 0.3885, 'Deep Learning': 0.4189, 'Ethique IA & RGPD': 0.5545, 'Gestion de projet IA': 0.5576, 'IA Generative': 0.5965, 'LangChain / Agents RAG': 0.4508, 'Machine Learning': 0.4018, 'MLOps / Deploiement': 0.4243, 'NLP / Traitement du langage': 0.4044, 'No-code / Low-code': 0.478, 'Prompt Engineering': 0.5296, 'Python': 0.3876, 'Reinforcement Learning': 0.3568, 'Series temporelles': 0.3641, 'SQL / Data Engineering': 0.3588, 'Visualisation': 0.3874}"
[TITRE] Booster IA pour OF : Produire du contenu pédagogique en utilisant les outils d'IA générative | [SECTEUR] Numérique & Informatique | [ORGANISME] SYDO | [CERTIFICATION] RS | [NIVEAU] nan | [ROME,"['Automatisation', 'IA Generative']","['Automatisation', 'IA Generative', 'Prompt Engineering']",['Prompt Engineering'],[],"['Automatisation', 'IA Generative']","{'Automatisation': 0.5339, 'Big Data': 0.3586, 'Computer Vision': 0.3531, 'Data Engineering': 0.398, 'Data Science': 0.371, 'Deep Learning': 0.4076, 'Ethique IA & RGPD': 0.5723, 'Gestion de projet IA': 0.5828, 'IA Generative': 0.6264, 'LangChain / Agents RAG': 0.3965, 'Machine Learning': 0.3923, 'MLOps / Deploiement': 0.4001, 'NLP / Traitement du langage': 0.4016, 'No-code / Low-code': 0.502, 'Prompt Engineering': 0.5712, 'Python': 0.3884, 'Reinforcement Learning': 0.3449, 'Series temporelles': 0.3599, 'SQL / Data Engineering': 0.3534, 'Visualisation': 0.3787}"
[TITRE] Certificat Executive Generative AI for Business & Data Management | [SECTEUR] Numérique & Informatique | [ORGANISME] NEOMA BUSINESS SCHOOL | [CERTIFICATION] RNCP | [NIVEAU] BAC+5 : grade maste,"['Ethique IA & RGPD', 'IA Generative']",['Ethique IA & RGPD'],[],['IA Generative'],['Ethique IA & RGPD'],"{'Automatisation': 0.4656, 'Big Data': 0.4145, 'Computer Vision': 0.3413, 'Data Engineering': 0.4152, 'Data Science': 0.4079, 'Deep Learning': 0.4373, 'Ethique IA & RGPD': 0.6082, 'Gestion de projet IA': 0.5779, 'IA Generative': 0.5776, 'LangChain / Agents RAG': 0.375, 'Machine Learning': 0.4152, 'MLOps / Deploiement': 0.4142, 'NLP / Traitement du langage': 0.3785, 'No-code / Low-code': 0.4542, 'Prompt Engineering': 0.511, 'Python': 0.3718, 'Reinforcement Learning': 0.3464, 'Series temporelles': 0.3417, 'SQL / Data Engineering': 0.3435, 'Visualisation': 0.3742}"
[TITRE] Fullstack IA - BC02 & BC03 - Mettre en oeuvre des pipelines de données et déployer des architecture de données | [SECTEUR] Numérique & Informatique | [ORGANISME] JEDHA | [CERTIFICATION] RNCP |,"['Data Engineering', 'Deep Learning', 'Machine Learning', 'Python']","['Big Data', 'Data Engineering', 'Data Science', 'Machine Learning', 'MLOps / Deploiement', 'Python', 'SQL / Data Engineering', 'Visualisation']","['Big Data', 'Data Science', 'MLOps / Deploiement', 'SQL / Data Engineering', 'Visualisation']",['Deep Learning'],"['Data Engineering', 'Machine Learning', 'Python']","{'Automatisation': 0.471, 'Big Data': 0.5979, 'Computer Vision': 0.5431, 'Data Engineering': 0.5597, 'Data Science': 0.6144, 'Deep Learning': 0.5573, 'Ethique IA & RGPD': 0.3924, 'Gestion de projet IA': 0.3843, 'IA Generative': 0.3866, 'LangChain / Agents RAG': 0.5028, 'Machine Learning': 0.5905, 'MLOps / Deploiement': 0.4957, 'NLP / Traitement du langage': 0.5093, 'No-code / Low-code': 0.4296, 'Prompt Engineering': 0.3826, 'Python': 0.6347, 'Reinforcement Learning': 0.4818, 'Series temporelles': 0.5228, 'SQL / Data Engineering': 0.587, 'Visualisation': 0.5637}"
